ISOAlpha2;CommodityName;UnitFactor;Concentration;ConcComment;UsedFactor;UsedComment
KG;Fluorspar;0.001;1;NULL;0.001;"intead of forming sand"
KG;"Graphite, natural";0;NULL;NULL;0.001;0
KG;"Iron ore for pigments";0;NULL;NULL;0.001;0
KG;Magnesite;0;NULL;NULL;0.001;0
KG;Mica;0;NULL;NULL;0.001;0
KG;"Ochre and pigment earths";0;NULL;NULL;0.001;0
KG;"Pegmatite sand";0;NULL;NULL;0.001;0
KG;"Phosphate rock (natural phosphates)";0;NULL;NULL;0.001;P2O5
KG;Potash;0;NULL;NULL;0.001;K2O
KG;"Qartz and quartzite";0;NULL;NULL;0.001;0
KG;"Strontium minerals";0;NULL;NULL;0.001;0
KG;Sulphur;0;NULL;NULL;0.001;"elem. And ind. Sulfur"
KG;"Sulphur from pyrites";0;NULL;NULL;0.001;0
KG;"Sulphur as a by-product of natural gas etc.";0;NULL;NULL;0.001;0
KG;"Talc (steatite, soapstone, pyrophyllite)";0;NULL;NULL;0.001;0
KG;"Talcous slate";0;NULL;NULL;0.001;0
KG;Asbestos;0;NULL;NULL;0.001;fibre
KG;Gluesand;0;NULL;NULL;0.001;0
KG;"Gypsum and anhydrite";0;NULL;NULL;0.001;0
KG;Perlite;0;NULL;NULL;0.001;0
KG;"Marble, travertines etc.";0;NULL;NULL;0.001;0
KG;"Turfaceous rock";0;NULL;NULL;0.001;0
KG;Asphalt;0;NULL;NULL;0.001;0
KG;"Common clay, clay for bricks etc.";0;NULL;NULL;0.001;0
KG;Loam;0;NULL;NULL;0.001;0
KG;Lavasand;0;NULL;NULL;0.001;0
KG;"Sand and gravel";0.00122;1;NULL;0.001825;0
LB;"Construction Minerals nec";0.001;1;NULL;0.001;0
KH;Cadmium;0;NULL;NULL;0.001;0
KH;Cobalt;0;NULL;NULL;0.001;0
KH;Germanium;0;NULL;NULL;0.001;0
KH;Strontium;0;NULL;NULL;0.001;0
KH;"Sillica sand (quartzsand)";1;1;NULL;1;0
KH;Limestone;0;NULL;NULL;1;Laterite
KH;"Phosphate rock (natural phosphates)";0.001;NULL;NULL;0.001;0
KH;"Strontium minerals";0;NULL;NULL;0.001;0
KH;"Sand and gravel";0.001;1;NULL;0.001;0
LA;"Construction Minerals nec";0.001;1;NULL;0.001;0
KI;Cadmium;0;NULL;NULL;0.001;0
KI;Cobalt;0;NULL;NULL;0.001;0
KI;Germanium;0;NULL;NULL;0.001;0
KI;Strontium;0;NULL;NULL;0.001;0
KI;"Strontium minerals";0;NULL;NULL;0.001;0
KZ;"Construction Minerals nec";0.001;1;NULL;0.001;0
KM;Cadmium;0;NULL;NULL;0.001;0
KM;Cobalt;0;NULL;NULL;0.001;0
KM;Germanium;0;NULL;NULL;0.001;0
KM;Strontium;0;NULL;NULL;0.001;0
KM;"Strontium minerals";0;NULL;NULL;0.001;0
KY;"Construction Minerals nec";0.001;1;NULL;0.001;0
KN;Cadmium;0;NULL;NULL;0.001;0
KN;Cobalt;0;NULL;NULL;0.001;0
KN;Germanium;0;NULL;NULL;0.001;0
KN;Strontium;0;NULL;NULL;0.001;0
KN;"Strontium minerals";0;NULL;NULL;0.001;0
KW;"Construction Minerals nec";0.001;1;NULL;0.001;0
KP;"Iron ores";0.001;0.428888889;NULL;0.001;"Regional average"
KP;Cadmium;0.001;1;NULL;0.001;"By-product of other ores"
KP;Chromium;0;NULL;NULL;0.001;0
KP;Cobalt;0;NULL;NULL;0.001;"By-product of other ores"
KP;Copper;0.001;0.0052;NULL;0.192307692307692;"Regional metal contents"
KP;Germanium;0;NULL;NULL;0.001;0
KP;Gold;1e-06;1e-05;NULL;0.1;"Global average data, upper concentration in middle range of Au ores "
KP;Lead;0.001;0.05325;NULL;0.012692;"based on assumptions of lead/zinc coupled production"
KP;"Rare Earths Metals";0.001;0.03;NULL;0.0333333333333333;"Global average"
KP;Silver;1e-06;0.0003;NULL;0.00333333333333333;"Global average"
KP;Strontium;0;NULL;NULL;0.001;0
KP;Tungsten;0.001;0.00515;NULL;0.194174757281553;"Global average"
KP;Zinc;0.001;0.0483;NULL;0.015009;"based on assumptions of lead/zinc coupled production"
KP;Barite;0.001;1;NULL;0.001;0
KP;Fluorspar;0.001;1;NULL;0.001;"intead of forming sand"
KP;"Graphite, natural";0.001;1;NULL;0.001;0
KP;"Iron ore for pigments";0;NULL;NULL;0.001;0
KP;Magnesite;0.001;1;NULL;0.001;0
KP;Mica;0;NULL;NULL;0.001;0
KP;"Ochre and pigment earths";0;NULL;NULL;0.001;0
KP;"Pegmatite sand";0;NULL;NULL;0.001;0
KP;"Phosphate rock (natural phosphates)";0.001;1;NULL;0.001;P2O5
KP;Potash;0;NULL;NULL;0.001;"K2O; BGS reports for some countries K2O content in 'potassic salts', 'nitrate', or 'chloride'"
KP;"Qartz and quartzite";0;NULL;NULL;0.001;0
KP;"Strontium minerals";0;NULL;NULL;0.001;0
KP;Sulphur;0;NULL;NULL;0.001;"elem. And ind. Sulfur"
KP;"Sulphur from pyrites";0.001;1;NULL;0.001;0
KP;"Sulphur as a by-product of natural gas etc.";0.001;1;NULL;0.001;0
KP;"Talc (steatite, soapstone, pyrophyllite)";0.001;1;NULL;0.001;0
KP;"Talcous slate";0;NULL;NULL;0.001;0
KR;"Construction Minerals nec";0.001;1;NULL;0.001;0
KR;"Iron ores";0.001;0.428888889;NULL;0.001;"Regional average"
KR;Diatomite;0.001;1;NULL;0.001;"Diatomaceous earth"
KR;Feldspar;0.001;1;NULL;0.001;0
KR;Arsenic;0.001;NULL;NULL;0.001;0
KR;Bismuth;0.001;1;NULL;0.001;"By-product of other ores"
KR;Cadmium;0.001;1;NULL;0.001;"By-product of other ores"
KR;Cobalt;0;NULL;NULL;0.001;0
KR;Copper;0.001;0.0052;NULL;0.192307692307692;"Regional average"
KR;Germanium;0;NULL;NULL;0.001;0
KR;Gold;1e-06;1e-05;NULL;0.1;"Global average data, upper concentration in middle range of Au ores "
KR;"Indium and Thallium";0.001;NULL;NULL;0.001;0
KR;Lead;0.001;0.0372;NULL;0.005622;"based on assumptions of lead/zinc coupled production"
KR;Magnesium;0.001;NULL;NULL;0.001;0
KR;Molybdenum;0.001;0.0019;NULL;0.526315789473684;"""Global average"""
KR;Nickel;0.001;0.025;NULL;0.04;"Global average"
KR;Silver;1e-06;0.0003;NULL;0.00333333333333333;"Global average"
KR;Strontium;0;NULL;NULL;0.001;0
KR;"Titanium (incl/ Ilmenite and Rutile)";0.001;1;NULL;0.001;"By-product of other ores"
KR;Tungsten;0.001;0.00515;NULL;0.194174757281553;"Global average"
KR;Zinc;0.001;0.149668793;NULL;0.006648;"based on assumptions of lead/zinc coupled production"
KR;"Bentonite, sepiolite and attapulgite";0.001;1;NULL;0.001;0
KR;"Fire, refactory and flint clay, Andalusite, kyanite and sillimanite (all Al-containing)";0.001;NULL;NULL;0.001;0
KR;"Fuller's earth";0.001;1;NULL;0.001;0
KR;Kaolin;0.001;1;NULL;0.001;0
KR;"Sillica sand (quartzsand)";1;NULL;NULL;1;0
KR;"Igneous rock (basalt, basaltic lava, diabase, granite, porphyry, etc.)";1;1;NULL;1;0
KR;Limestone;1;1;NULL;1;"Limestone flux and calcareous stone"
KR;"Crushed stone";1;1;NULL;1;0
KR;Barite;0.001;1;NULL;0.001;0
KR;Fluorspar;0.001;1;NULL;0.001;0
KR;"Graphite, natural";0.001;1;NULL;0.001;0
KR;Mica;0.001;1;NULL;0.001;0
KR;"Qartz and quartzite";1;1;NULL;1;0
KR;"Strontium minerals";0;NULL;NULL;0.001;0
KR;"Sulphur as a by-product of natural gas etc.";0.001;1;NULL;0.001;0
KR;"Talc (steatite, soapstone, pyrophyllite)";0.001;1;NULL;0.001;0
KR;Asbestos;0.001;NULL;NULL;0.001;0
KR;"Sand and gravel";1;1;NULL;1;"Sand, including glass sand"
KP;"Construction Minerals nec";0.001;1;NULL;0.001;0
KW;Diatomite;0;NULL;NULL;0.001;0
KW;Feldspar;0;NULL;NULL;0.001;0
KW;Cadmium;0;NULL;NULL;0.001;0
KW;Cobalt;0;NULL;NULL;0.001;0
KW;Germanium;0;NULL;NULL;0.001;0
KW;Strontium;0;NULL;NULL;0.001;0
KW;"Ball clay";0;NULL;NULL;0.001;0
KW;"Bentonite, sepiolite and attapulgite";0;NULL;NULL;0.001;0
KW;"Fire, refactory and flint clay, Andalusite, kyanite and sillimanite (all Al-containing)";0;NULL;NULL;0.001;0
KW;"Fuller's earth";0;NULL;NULL;0.001;0
KW;Kaolin;0;NULL;NULL;0.001;0
KW;"Potter clay";0;NULL;NULL;0.001;0
KW;"Special clay";0;NULL;NULL;0.001;0
KW;"Slate clay";0;NULL;NULL;0.001;0
KW;"Industrial sand";0;NULL;NULL;0.001;0
KW;"Sillica sand (quartzsand)";0;NULL;NULL;0.001;0
KW;"Siliceous earth";0;NULL;NULL;0.001;0
KW;"Peat for agricultural use";0;NULL;NULL;0.001;0
KW;"Abrasives, natural (puzzolan, pumice, volcanic cinder etc.)";0;NULL;NULL;0.001;0
KW;Amber;0;NULL;NULL;0.001;0
KW;Barite;0;NULL;NULL;0.001;0
KW;"Borate minerals";0;NULL;NULL;0.001;0
KW;Fluorspar;0;NULL;NULL;0.001;"intead of forming sand"
KW;"Graphite, natural";0;NULL;NULL;0.001;0
KW;"Iron ore for pigments";0;NULL;NULL;0.001;0
KW;Magnesite;0;NULL;NULL;0.001;0
KW;Mica;0;NULL;NULL;0.001;0
KW;"Ochre and pigment earths";0;NULL;NULL;0.001;0
KW;"Pegmatite sand";0;NULL;NULL;0.001;0
KW;"Phosphate rock (natural phosphates)";0;NULL;NULL;0.001;P2O5
KW;Potash;0;NULL;NULL;0.001;"K2O; BGS reports for some countries K2O content in 'potassic salts', 'nitrate', or 'chloride'"
KW;"Qartz and quartzite";0;NULL;NULL;0.001;0
KW;"Strontium minerals";0;NULL;NULL;0.001;0
KW;Sulphur;0;NULL;NULL;0.001;"elem. And ind. Sulfur"
KW;"Sulphur from pyrites";0;NULL;NULL;0.001;0
KW;"Sulphur as a by-product of natural gas etc.";0.001;1;NULL;0.001;0
KW;"Talc (steatite, soapstone, pyrophyllite)";0;NULL;NULL;0.001;0
KW;"Talcous slate";0;NULL;NULL;0.001;0
KN;"Construction Minerals nec";0.001;1;NULL;0.001;0
KY;Diatomite;0;NULL;NULL;0.001;0
KY;Feldspar;0;NULL;NULL;0.001;0
KY;Cadmium;0;NULL;NULL;0.001;0
KY;Cobalt;0;NULL;NULL;0.001;0
KY;Germanium;0;NULL;NULL;0.001;0
KY;Strontium;0;NULL;NULL;0.001;0
KY;"Ball clay";0;NULL;NULL;0.001;0
KY;"Bentonite, sepiolite and attapulgite";0;NULL;NULL;0.001;0
KY;"Fire, refactory and flint clay, Andalusite, kyanite and sillimanite (all Al-containing)";0;NULL;NULL;0.001;0
KY;"Fuller's earth";0;NULL;NULL;0.001;0
KY;Kaolin;0;NULL;NULL;0.001;0
KY;"Potter clay";0;NULL;NULL;0.001;0
KY;"Special clay";0;NULL;NULL;0.001;0
KY;"Slate clay";0;NULL;NULL;0.001;0
KY;"Industrial sand";0;NULL;NULL;0.001;0
KY;"Sillica sand (quartzsand)";0;NULL;NULL;0.001;0
KY;"Siliceous earth";0;NULL;NULL;0.001;0
KY;Calcite;0;NULL;NULL;0.001;0
KY;Chalk;0;NULL;NULL;0.001;0
KY;"Chert and flint";0;NULL;NULL;0.001;0
KY;Dolomite;0;NULL;NULL;0.001;0
KY;"Igneous rock (basalt, basaltic lava, diabase, granite, porphyry, etc.)";0;NULL;NULL;0.001;0
KY;Limestone;0;NULL;NULL;0.001;0
KY;Sandstone;0;NULL;NULL;0.001;0
KY;"Slate including fill (incl. roof slate)";0;NULL;NULL;0.001;0
KY;"Crushed stone";0;NULL;NULL;0.001;0
KY;"Peat for agricultural use";0;NULL;NULL;0.001;0
KY;"Abrasives, natural (puzzolan, pumice, volcanic cinder etc.)";0;NULL;NULL;0.001;0
KY;Amber;0;NULL;NULL;0.001;0
KY;Barite;0;NULL;NULL;0.001;0
KY;"Borate minerals";0;NULL;NULL;0.001;0
KY;Fluorspar;0;NULL;NULL;0.001;"intead of forming sand"
KY;"Graphite, natural";0;NULL;NULL;0.001;0
KY;"Iron ore for pigments";0;NULL;NULL;0.001;0
KY;Magnesite;0;NULL;NULL;0.001;0
KY;Mica;0;NULL;NULL;0.001;0
KY;"Ochre and pigment earths";0;NULL;NULL;0.001;0
KY;"Pegmatite sand";0;NULL;NULL;0.001;0
KY;"Phosphate rock (natural phosphates)";0;NULL;NULL;0.001;P2O5
KY;Potash;0;NULL;NULL;0.001;K2O
KY;"Qartz and quartzite";0;NULL;NULL;0.001;0
KY;"Strontium minerals";0;NULL;NULL;0.001;0
KY;Sulphur;0;NULL;NULL;0.001;"elem. And ind. Sulfur"
KY;"Sulphur from pyrites";0;NULL;NULL;0.001;0
KY;"Sulphur as a by-product of natural gas etc.";0;NULL;NULL;0.001;0
KY;"Talc (steatite, soapstone, pyrophyllite)";0;NULL;NULL;0.001;0
KY;"Talcous slate";0;NULL;NULL;0.001;0
KY;Asbestos;0;NULL;NULL;0.001;fibre
KY;Gluesand;0;NULL;NULL;0.001;0
KY;"Gypsum and anhydrite";0;NULL;NULL;0.001;0
KY;Perlite;0;NULL;NULL;0.001;0
KY;"Marble, travertines etc.";0;NULL;NULL;0.001;0
KY;"Turfaceous rock";0;NULL;NULL;0.001;0
KY;Asphalt;0;NULL;NULL;0.001;0
KY;"Common clay, clay for bricks etc.";0;NULL;NULL;0.001;0
KY;Loam;0;NULL;NULL;0.001;0
KY;Lavasand;0;NULL;NULL;0.001;0
KY;"Sand and gravel";0;NULL;NULL;0.001;0
KM;"Construction Minerals nec";0.001;1;NULL;0.001;0
KZ;"Iron ores";0.001;0.39;NULL;0.001;"National metal contents"
KZ;Antimony;0.001;0.05;NULL;0.02;"Global average"
KZ;"Bauxite (Aluminium)";0.001;0.44;NULL;0.001;"National metal contents"
KZ;Diatomite;0;NULL;NULL;0.001;0
KZ;Feldspar;0;NULL;NULL;0.001;0
KZ;Arsenic;0.001;1;NULL;0.001;"By-product of poly-metallic ores"
KZ;Beryllium;0.001;1;NULL;0.001;"By-product of other ores"
KZ;Bismuth;0.001;1;NULL;0.001;"By-product of other ores (in particular, Zinc ores)"
KZ;Cadmium;0.001;1;NULL;0.001;"By-product of other ores (in particular, Zinc ores)"
KZ;Chromium;0.001;0.49;NULL;0.001;"Cr2O3"
KZ;Cobalt;0.001;1;NULL;0.001;"By-product of primarily copper ores"
KZ;Copper;0.001;0.0055;NULL;0.181818181818182;"National metal content Assumption: same as in China"
KZ;Gallium;0.001;NULL;NULL;0.001;Ga
KZ;Germanium;0;NULL;NULL;0.001;Ge
KZ;Gold;1e-06;9e-06;NULL;0.111111111111111;"National metal contents"
KZ;Lead;0.001;0.0245;NULL;0.024060807;"based on assumptions of lead/zinc coupled production"
KZ;Magnesium;0.001;1;NULL;0.001;"0"
KZ;Manganeese;0.001;0.21;NULL;0.001;"Regional average"
KZ;Molybdenum;0.001;0.00017;NULL;5.88235294117647;"National metal contents"
KZ;Nickel;0.001;0.0075;NULL;0.133333333333333;"Regional average"
KZ;Selenium;0.001;1;NULL;0.001;"By-product of other ores"
KZ;Silver;1e-06;7.38e-05;NULL;0.013550135501355;"National metal contents"
KZ;Strontium;0;NULL;NULL;0.001;0
KZ;Tin;0.001;0.015;NULL;0.0666666666666667;"Global average"
KZ;"Titanium (incl/ Ilmenite and Rutile)";0.001;1;NULL;0.001;"By-product of other ores"
KZ;Tungsten;0.001;0.00134;NULL;0.746268656716418;"National metal contents"
KZ;Uranium;0.001;0.0012;NULL;0.833333333333333;"National metal contents"
KZ;Vanadium;0.001;1;NULL;0.001;"By-product of other ores"
KZ;Zinc;0.001;0.0323;NULL;0.028454;"based on assumptions of lead/zinc coupled production"
KZ;"Zirconium and Hafnium";0;NULL;NULL;0.001;"By-product of other ores"
KZ;"Ball clay";0;NULL;NULL;0.001;0
KZ;"Bentonite, sepiolite and attapulgite";0;NULL;NULL;0.001;0
KZ;"Fire, refactory and flint clay, Andalusite, kyanite and sillimanite (all Al-containing)";0;NULL;NULL;0.001;0
KZ;"Fuller's earth";0;NULL;NULL;0.001;0
KZ;Kaolin;0.001;1;NULL;0.001;0
KZ;"Potter clay";0;NULL;NULL;0.001;0
KZ;"Special clay";0;NULL;NULL;0.001;0
KZ;"Slate clay";0;NULL;NULL;0.001;0
KZ;"Industrial sand";0;NULL;NULL;0.001;0
KZ;"Sillica sand (quartzsand)";0;NULL;NULL;0.001;0
KZ;"Siliceous earth";0;NULL;NULL;0.001;0
KZ;Calcite;0;NULL;NULL;0.001;0
KZ;Chalk;0;NULL;NULL;0.001;0
KZ;"Chert and flint";0;NULL;NULL;0.001;0
KZ;Dolomite;0;NULL;NULL;0.001;0
KZ;"Igneous rock (basalt, basaltic lava, diabase, granite, porphyry, etc.)";0;NULL;NULL;0.001;0
KZ;Limestone;0;NULL;NULL;0.001;0
KZ;Sandstone;0;NULL;NULL;0.001;0
KZ;"Slate including fill (incl. roof slate)";0;NULL;NULL;0.001;0
KZ;"Crushed stone";0;NULL;NULL;0.001;0
KZ;"Peat for agricultural use";0;NULL;NULL;0.001;0
KZ;"Abrasives, natural (puzzolan, pumice, volcanic cinder etc.)";0;NULL;NULL;0.001;0
KZ;Amber;0;NULL;NULL;0.001;0
KZ;Barite;0.001;1;NULL;0.001;0
KZ;"Borate minerals";0.001;1;NULL;0.001;0
KZ;Fluorspar;0.001;1;NULL;0.001;"intead of forming sand"
KZ;"Graphite, natural";0;NULL;NULL;0.001;0
KZ;"Iron ore for pigments";0;NULL;NULL;0.001;0
KZ;Magnesite;0;NULL;NULL;0.001;0
KZ;Mica;0;NULL;NULL;0.001;0
KZ;"Ochre and pigment earths";0;NULL;NULL;0.001;0
KZ;"Pegmatite sand";0;NULL;NULL;0.001;0
KZ;"Phosphate rock (natural phosphates)";0.001;1;NULL;0.001;P2O5
KZ;Potash;0;NULL;NULL;0.001;K2O
KZ;"Qartz and quartzite";0;NULL;NULL;0.001;0
KZ;"Strontium minerals";0;NULL;NULL;0.001;0
KZ;Sulphur;0;NULL;NULL;0.001;"elem. And ind. Sulfur"
KZ;"Sulphur from pyrites";0;NULL;NULL;0.001;0
KZ;"Sulphur as a by-product of natural gas etc.";0.001;1;NULL;0.001;0
KZ;"Talc (steatite, soapstone, pyrophyllite)";0;NULL;NULL;0.001;0
KZ;"Talcous slate";0;NULL;NULL;0.001;0
KZ;Asbestos;0.001;1;NULL;0.001;fibre
KZ;Gluesand;0;NULL;NULL;0.001;0
KZ;"Gypsum and anhydrite";0.001;1;NULL;0.001;0
KZ;Perlite;0;NULL;NULL;0.001;0
KZ;"Marble, travertines etc.";0;NULL;NULL;0.001;0
KZ;"Turfaceous rock";0;NULL;NULL;0.001;0
KZ;Asphalt;0;NULL;NULL;0.001;0
KZ;"Common clay, clay for bricks etc.";0;NULL;NULL;0.001;0
KZ;Loam;0;NULL;NULL;0.001;0
KZ;Lavasand;0;NULL;NULL;0.001;0
KZ;"Sand and gravel";0;NULL;NULL;0.001;0
KI;"Construction Minerals nec";0.001;1;NULL;0.001;0
LA;Antimony;0.001;0.05;NULL;0.02;"Global average"
LA;Cadmium;0;NULL;NULL;0.001;0
LA;Cobalt;0;NULL;NULL;0.001;0
LA;Copper;0.001;0.0052;NULL;0.192307692307692;"Regional average"
LA;Germanium;0;NULL;NULL;0.001;0
LA;Gold;1e-06;4e-06;NULL;0.25;"Global average"
LA;Lead;0.001;0.0245;NULL;0.001;"By-product of zinc extraction"
LA;Silver;1e-06;0.0003;NULL;0.00333333333333333;"Global average"
LA;Strontium;0;NULL;NULL;0.001;0
LA;Tin;0.001;0.015;NULL;0.0666666666666667;"Global average"
LA;Zinc;0.001;0.0483;NULL;0.020703933747412;"Global average"
LA;"Ball clay";0;NULL;NULL;0.001;0
LA;"Bentonite, sepiolite and attapulgite";0;NULL;NULL;0.001;0
LA;"Fire, refactory and flint clay, Andalusite, kyanite and sillimanite (all Al-containing)";0;NULL;NULL;0.001;0
LA;"Fuller's earth";0;NULL;NULL;0.001;0
LA;Kaolin;0;NULL;NULL;0.001;0
LA;"Potter clay";0;NULL;NULL;0.001;0
LA;"Special clay";0;NULL;NULL;0.001;0
LA;"Slate clay";0;NULL;NULL;0.001;0
LA;"Industrial sand";0;NULL;NULL;0.001;0
LA;"Sillica sand (quartzsand)";0;NULL;NULL;0.001;0
LA;"Siliceous earth";0;NULL;NULL;0.001;0
LA;Limestone;1;1;NULL;1;0
LA;"Crushed stone";0.001;1;NULL;0.001;0
LA;"Peat for agricultural use";0;NULL;NULL;0.001;0
LA;"Abrasives, natural (puzzolan, pumice, volcanic cinder etc.)";0;NULL;NULL;0.001;0
LA;Amber;0;NULL;NULL;0.001;0
LA;Barite;0.001;1;NULL;0.001;0
LA;"Strontium minerals";0;NULL;NULL;0.001;0
LA;"Gypsum and anhydrite";0.001;1;NULL;0.001;0
KH;"Construction Minerals nec";0.001;1;NULL;0.001;0
LB;Cadmium;0;NULL;NULL;0.001;0
LB;Cobalt;0;NULL;NULL;0.001;0
LB;Germanium;0;NULL;NULL;0.001;0
LB;Strontium;0;NULL;NULL;0.001;0
LB;"Sillica sand (quartzsand)";1;1;NULL;1;"Sand, sillica and quartz"
LB;"Strontium minerals";0;NULL;NULL;0.001;0
LB;"Gypsum and anhydrite";0.001;1;NULL;0.001;0
KG;"Construction Minerals nec";0.001;1;NULL;0.001;0
LC;Diatomite;0;NULL;NULL;0.001;0
LC;Feldspar;0;NULL;NULL;0.001;0
LC;Cadmium;0;NULL;NULL;0.001;0
LC;Cobalt;0;NULL;NULL;0.001;0
LC;Germanium;0;NULL;NULL;0.001;0
LC;Strontium;0;NULL;NULL;0.001;0
LC;"Ball clay";0;NULL;NULL;0.001;0
LC;"Bentonite, sepiolite and attapulgite";0;NULL;NULL;0.001;0
LC;"Fire, refactory and flint clay, Andalusite, kyanite and sillimanite (all Al-containing)";0;NULL;NULL;0.001;0
LC;"Fuller's earth";0;NULL;NULL;0.001;0
LC;Kaolin;0;NULL;NULL;0.001;0
LC;"Potter clay";0;NULL;NULL;0.001;0
LC;"Special clay";0;NULL;NULL;0.001;0
LC;"Slate clay";0;NULL;NULL;0.001;0
LC;"Industrial sand";0;NULL;NULL;0.001;0
LC;"Sillica sand (quartzsand)";0;NULL;NULL;0.001;0
LC;"Siliceous earth";0;NULL;NULL;0.001;0
LC;Calcite;0;NULL;NULL;0.001;0
LC;Chalk;0;NULL;NULL;0.001;0
LC;"Chert and flint";0;NULL;NULL;0.001;0
LC;Dolomite;0;NULL;NULL;0.001;0
LC;"Igneous rock (basalt, basaltic lava, diabase, granite, porphyry, etc.)";0;NULL;NULL;0.001;0
LC;Limestone;0;NULL;NULL;0.001;0
LC;Sandstone;0;NULL;NULL;0.001;0
LC;"Slate including fill (incl. roof slate)";0;NULL;NULL;0.001;0
LC;"Crushed stone";0;NULL;NULL;0.001;0
LC;"Peat for agricultural use";0;NULL;NULL;0.001;0
LC;"Abrasives, natural (puzzolan, pumice, volcanic cinder etc.)";0;NULL;NULL;0.001;0
LC;Amber;0;NULL;NULL;0.001;0
LC;Barite;0;NULL;NULL;0.001;0
LC;"Borate minerals";0;NULL;NULL;0.001;0
LC;Fluorspar;0;NULL;NULL;0.001;"intead of forming sand"
LC;"Graphite, natural";0;NULL;NULL;0.001;0
LC;"Iron ore for pigments";0;NULL;NULL;0.001;0
LC;Magnesite;0;NULL;NULL;0.001;0
LC;Mica;0;NULL;NULL;0.001;0
LC;"Ochre and pigment earths";0;NULL;NULL;0.001;0
LC;"Pegmatite sand";0;NULL;NULL;0.001;0
LC;"Phosphate rock (natural phosphates)";0;NULL;NULL;0.001;P2O5
LC;Potash;0;NULL;NULL;0.001;K2O
LC;"Qartz and quartzite";0;NULL;NULL;0.001;0
LC;"Strontium minerals";0;NULL;NULL;0.001;0
LC;Sulphur;0;NULL;NULL;0.001;"elem. And ind. Sulfur"
LC;"Sulphur from pyrites";0;NULL;NULL;0.001;0
LC;"Sulphur as a by-product of natural gas etc.";0;NULL;NULL;0.001;0
LC;"Talc (steatite, soapstone, pyrophyllite)";0;NULL;NULL;0.001;0
LC;"Talcous slate";0;NULL;NULL;0.001;0
LC;Asbestos;0;NULL;NULL;0.001;fibre
LC;Gluesand;0;NULL;NULL;0.001;0
LC;"Gypsum and anhydrite";0;NULL;NULL;0.001;0
LC;Perlite;0;NULL;NULL;0.001;0
LC;"Marble, travertines etc.";0;NULL;NULL;0.001;0
LC;"Turfaceous rock";0;NULL;NULL;0.001;0
LC;Asphalt;0;NULL;NULL;0.001;0
LC;"Common clay, clay for bricks etc.";0;NULL;NULL;0.001;0
LC;Loam;0;NULL;NULL;0.001;0
LC;Lavasand;0;NULL;NULL;0.001;0
LC;"Sand and gravel";0;NULL;NULL;0.001;0
KE;"Construction Minerals nec";0.001;1;NULL;0.001;0
LI;Cadmium;0;NULL;NULL;0.001;0
LI;Cobalt;0;NULL;NULL;0.001;0
LI;Germanium;0;NULL;NULL;0.001;0
LI;Strontium;0;NULL;NULL;0.001;0
LI;"Strontium minerals";0;NULL;NULL;0.001;0
JP;"Construction Minerals nec";0.001;1;NULL;0.001;0
LK;"Iron ores";0;NULL;NULL;0.001;0
LK;Antimony;0;NULL;NULL;0.02;"World average content"
LK;"Bauxite (Aluminium)";0;NULL;NULL;0.001;0
LK;Feldspar;0.001;1;NULL;0.001;0
LK;Arsenic;0;NULL;NULL;0.001;0
LK;Beryllium;0;NULL;NULL;0.001;"By-product of other ores"
LK;Bismuth;0;NULL;NULL;0.001;"By-product of other ores"
LK;Cadmium;0;NULL;NULL;0.001;"By-product of other ores"
LK;Chromium;0;NULL;NULL;0.001;0
LK;Cobalt;0;NULL;NULL;0.001;"By-product of other ores"
LK;Copper;0;NULL;NULL;0.001;"By-product of other ores"
LK;Germanium;0;NULL;NULL;0.001;"By-product of other ores"
LK;Gold;0;NULL;NULL;1e-06;0
LK;Lead;0;NULL;NULL;0.001;"By-product of zinc extraction"
LK;Lithium;0;NULL;NULL;0.001;"BGS reports lithium minerals as amblygonite, lepidolite, petalite, and spodumene"
LK;Magnesium;0;NULL;NULL;0.001;0
LK;Manganeese;0;NULL;NULL;0.001;0
LK;Mercury;0;NULL;NULL;1e-06;"By-product of other ores"
LK;Molybdenum;0;NULL;NULL;0.001;"By-product of other ores"
LK;Nickel;0;NULL;NULL;0.001;"By-product of other ores"
LK;"Niobium + Tantalum";0;NULL;NULL;0.001;"By-product of other ores"
LK;"Platinum-group (PGM)";0;NULL;NULL;1e-06;"By-products of other ores (Copper and Nickel)"
LK;"Rare Earths Metals";0.001;NULL;NULL;0.001;"contained in monazite, bastnaesite, xenotime, etc"
LK;Selenium;0;NULL;NULL;0.001;"By-product of other ores"
LK;Silver;0;NULL;NULL;1e-06;"By-products of other ores"
LK;Strontium;0;NULL;NULL;0.001;0
LK;Tellurium;0;NULL;NULL;0.001;0
LK;Tin;0;NULL;NULL;0.001;0
LK;"Titanium (incl/ Ilmenite and Rutile)";0.001;1;NULL;0.001;"By-product of other ores"
LK;Tungsten;0;NULL;NULL;0.227272727272727;0
LK;Uranium;0;NULL;NULL;0.001;0
LK;Vanadium;0;NULL;NULL;0.001;"By-product of other ores"
LK;Zinc;0;NULL;NULL;0.0065;"World average grade"
LK;"Zirconium and Hafnium";0.001;1;NULL;0.001;"By-product of other ores"
LK;"Ball clay";0;NULL;NULL;0.001;0
LK;"Bentonite, sepiolite and attapulgite";0;NULL;NULL;0.001;0
LK;"Fire, refactory and flint clay, Andalusite, kyanite and sillimanite (all Al-containing)";0;NULL;NULL;0.001;0
