ISOAlpha2;CommodityName;UnitFactor;Concentration;ConcComment;UsedFactor;UsedComment
DZ;Nickel;0;NULL;NULL;0.001;"By-product of other ores"
DZ;"Niobium + Tantalum";0;NULL;NULL;0.001;"By-product of other ores"
DZ;"Platinum-group (PGM)";0;NULL;NULL;1e-06;"By-products of other ores (Copper and Nickel)"
DZ;"Rare Earths Metals";0;NULL;NULL;0.001;"contained in monazite, bastnaesite, xenotime, etc"
DZ;Selenium;0;NULL;NULL;0.001;"By-product of other ores"
DZ;Silver;1e-06;0.00031;NULL;0.0032258064516129;"National metal contents"
DZ;Strontium;0;NULL;NULL;0.001;0
DZ;Tellurium;0;NULL;NULL;0.001;0
DZ;Tin;0;NULL;NULL;0.001;0
DZ;"Titanium (incl/ Ilmenite and Rutile)";0;NULL;NULL;0.001;"By-product of other ores"
DZ;Tungsten;0;NULL;NULL;0.227272727272727;0
DZ;Uranium;0;NULL;NULL;0.001;0
DZ;Vanadium;0;NULL;NULL;0.001;"By-product of other ores"
DZ;Zinc;0.001;0.05;NULL;0.01651;"based on assumptions of lead/zinc coupled production"
DZ;"Zirconium and Hafnium";0;NULL;NULL;0.001;"By-product of other ores"
DZ;"Ball clay";0;NULL;NULL;0.001;0
DZ;"Bentonite, sepiolite and attapulgite";0.001;1;NULL;0.001;0
DZ;"Fire, refactory and flint clay, Andalusite, kyanite and sillimanite (all Al-containing)";0;NULL;NULL;0.001;0
DZ;"Fuller's earth";0.001;1;NULL;0.001;0
DZ;Kaolin;0.001;1;NULL;0.001;0
DZ;"Potter clay";0;NULL;NULL;0.001;0
DZ;"Special clay";0;NULL;NULL;0.001;0
DZ;"Slate clay";0;NULL;NULL;0.001;0
DZ;"Industrial sand";0;NULL;NULL;0.001;0
DZ;"Sillica sand (quartzsand)";0;NULL;NULL;0.001;0
DZ;"Siliceous earth";0;NULL;NULL;0.001;0
DZ;Calcite;0;NULL;NULL;0.001;0
DZ;Chalk;0;NULL;NULL;0.001;0
DZ;"Chert and flint";0;NULL;NULL;0.001;0
DZ;Dolomite;0;NULL;NULL;0.001;0
DZ;"Igneous rock (basalt, basaltic lava, diabase, granite, porphyry, etc.)";0;NULL;NULL;0.001;0
DZ;Limestone;0;NULL;NULL;0.001;0
DZ;Sandstone;0;NULL;NULL;0.001;0
DZ;"Slate including fill (incl. roof slate)";0;NULL;NULL;0.001;0
DZ;"Crushed stone";0;NULL;NULL;0.001;0
DZ;"Peat for agricultural use";0;NULL;NULL;0.001;0
DZ;"Abrasives, natural (puzzolan, pumice, volcanic cinder etc.)";0.001;NULL;NULL;0.001;0
DZ;Amber;0;NULL;NULL;0.001;0
DZ;Barite;0.001;1;NULL;0.001;0
DZ;"Borate minerals";0;NULL;NULL;0.001;0
DZ;Fluorspar;0;NULL;NULL;0.001;"intead of forming sand"
DZ;"Graphite, natural";0;NULL;NULL;0.001;0
DZ;"Iron ore for pigments";0;NULL;NULL;0.001;0
DZ;Magnesite;0;NULL;NULL;0.001;0
DZ;Mica;0;NULL;NULL;0.001;0
DZ;"Ochre and pigment earths";0;NULL;NULL;0.001;0
DZ;"Pegmatite sand";0;NULL;NULL;0.001;0
DZ;"Phosphate rock (natural phosphates)";0.001;1;NULL;0.001;P2O5
DZ;Potash;0;NULL;NULL;0.001;"K2O; BGS reports for some countries K2O content in 'potassic salts', 'nitrate', or 'chloride'"
DZ;"Qartz and quartzite";0;NULL;NULL;0.001;0
DZ;"Strontium minerals";0.001;NULL;NULL;0.001;0
DZ;Sulphur;0;NULL;NULL;0.001;"elem. And ind. Sulfur"
DZ;"Sulphur from pyrites";0;NULL;NULL;0.001;0
DZ;"Sulphur as a by-product of natural gas etc.";0.001;1;NULL;0.001;0
DZ;"Talc (steatite, soapstone, pyrophyllite)";0;NULL;NULL;0.001;0
DZ;"Talcous slate";0;NULL;NULL;0.001;0
DZ;Asbestos;0;NULL;NULL;1;0
DZ;Gluesand;0;NULL;NULL;0.001;0
DZ;"Gypsum and anhydrite";0.001;1;NULL;0.001;0
DZ;Perlite;0;NULL;NULL;0.001;0
DZ;"Marble, travertines etc.";0;NULL;NULL;2.55;0
DZ;Loam;0;NULL;NULL;0.001;0
DZ;Lavasand;0;NULL;NULL;0.001;0
DZ;"Sand and gravel";0;NULL;NULL;0.001;0
PT;"Construction Minerals nec";0.001;1;NULL;0.001;0
EC;Diatomite;0;NULL;NULL;0.001;0
EC;Feldspar;0.001;1;NULL;0.001;0
EC;Cadmium;0;NULL;NULL;0.001;0
EC;Cobalt;0;NULL;NULL;0.001;0
EC;Copper;0.001;0.007;NULL;0.142857142857143;"National metal contents"
EC;Germanium;0;NULL;NULL;0.001;0
EC;Gold;1e-06;5.4e-06;NULL;0.185185185185185;"National metal contents"
EC;Lead;0.001;0.0245;NULL;0.001;"By-product of zinc extraction"
EC;Silver;1e-06;0.0003;NULL;0.00333333333333333;"Global average"
EC;Strontium;0;NULL;NULL;0.001;0
EC;Zinc;0.001;0.0483;NULL;0.020703933747412;"Global average"
EC;"Ball clay";0;NULL;NULL;0.001;0
EC;"Bentonite, sepiolite and attapulgite";0.001;NULL;NULL;0.001;0
EC;"Fire, refactory and flint clay, Andalusite, kyanite and sillimanite (all Al-containing)";0;NULL;NULL;0.001;0
EC;"Fuller's earth";0;NULL;NULL;0.001;0
EC;Kaolin;0.001;1;NULL;0.001;0
EC;"Potter clay";0;NULL;NULL;0.001;0
EC;"Special clay";0;NULL;NULL;0.001;0
EC;"Slate clay";0;NULL;NULL;0.001;0
EC;"Industrial sand";0;NULL;NULL;0.001;0
EC;"Sillica sand (quartzsand)";1;1;NULL;1;0
EC;"Siliceous earth";0;NULL;NULL;0.001;0
EC;Calcite;0;NULL;NULL;0.001;0
EC;Chalk;0;NULL;NULL;0.001;0
EC;"Chert and flint";0;NULL;NULL;0.001;0
EC;Dolomite;0;NULL;NULL;0.001;0
EC;"Igneous rock (basalt, basaltic lava, diabase, granite, porphyry, etc.)";0;NULL;NULL;0.001;0
EC;Limestone;1;1;NULL;1;0
EC;Sandstone;0;NULL;NULL;0.001;0
EC;"Slate including fill (incl. roof slate)";0;NULL;NULL;0.001;0
EC;"Crushed stone";1;1;NULL;1;0
EC;"Peat for agricultural use";0;NULL;NULL;0.001;0
EC;"Abrasives, natural (puzzolan, pumice, volcanic cinder etc.)";0.001;1;NULL;0.001;0
EC;Amber;0;NULL;NULL;0.001;0
EC;Barite;0.001;1;NULL;0.001;0
EC;"Borate minerals";0;NULL;NULL;0.001;0
EC;Fluorspar;0;NULL;NULL;0.001;"intead of forming sand"
EC;"Graphite, natural";0;NULL;NULL;0.001;0
EC;"Iron ore for pigments";0;NULL;NULL;0.001;0
EC;Magnesite;0;NULL;NULL;0.001;0
EC;Mica;0;NULL;NULL;0.001;0
EC;"Ochre and pigment earths";0;NULL;NULL;0.001;0
EC;"Pegmatite sand";0;NULL;NULL;0.001;0
EC;"Phosphate rock (natural phosphates)";0;NULL;NULL;0.001;0
EC;Potash;0;NULL;NULL;0.001;0
EC;"Qartz and quartzite";0;NULL;NULL;0.001;0
EC;"Strontium minerals";0;NULL;NULL;0.001;0
EC;Sulphur;0.001;1;NULL;0.001;0
EC;"Sulphur from pyrites";0;NULL;NULL;0.001;0
EC;"Sulphur as a by-product of natural gas etc.";0.001;1;NULL;0.001;0
EC;"Talc (steatite, soapstone, pyrophyllite)";0;NULL;NULL;0.001;0
EC;"Talcous slate";0;NULL;NULL;0.001;0
EC;Asbestos;0;NULL;NULL;0.001;fibre
EC;Gluesand;0;NULL;NULL;0.001;0
EC;"Gypsum and anhydrite";0.001;1;NULL;0.001;0
EC;Perlite;0;NULL;NULL;0.001;0
EC;"Marble, travertines etc.";0;NULL;NULL;0.001;0
EC;"Turfaceous rock";0;NULL;NULL;0.001;0
EC;Asphalt;0;NULL;NULL;0.001;0
EC;"Common clay, clay for bricks etc.";0;NULL;NULL;0.001;0
EC;Loam;0;NULL;NULL;0.001;0
EC;Lavasand;0;NULL;NULL;0.001;0
EC;"Sand and gravel";0;NULL;NULL;0.001;0
PS;"Construction Minerals nec";0.001;1;NULL;0.001;0
EE;Diatomite;0;NULL;NULL;0.001;0
EE;Feldspar;0;NULL;NULL;0.001;0
EE;Cadmium;0;NULL;NULL;0.001;0
EE;Cobalt;0;NULL;NULL;0.001;0
EE;Germanium;0;NULL;NULL;0.001;0
EE;Strontium;0;NULL;NULL;0.001;0
EE;"Ball clay";0;NULL;NULL;0.001;0
EE;"Bentonite, sepiolite and attapulgite";0;NULL;NULL;0.001;0
EE;"Fire, refactory and flint clay, Andalusite, kyanite and sillimanite (all Al-containing)";0;NULL;NULL;0.001;0
EE;"Fuller's earth";0;NULL;NULL;0.001;0
EE;Kaolin;0;NULL;NULL;0.001;0
EE;"Potter clay";0;NULL;NULL;0.001;0
EE;"Special clay";0;NULL;NULL;0.001;0
EE;"Slate clay";0;NULL;NULL;0.001;0
EE;"Industrial sand";0;NULL;NULL;0.001;0
EE;"Sillica sand (quartzsand)";1;1;NULL;1;0
EE;"Siliceous earth";0;NULL;NULL;0.001;0
EE;Calcite;0;NULL;NULL;0.001;0
EE;Chalk;0;NULL;NULL;0.001;0
EE;"Chert and flint";0;NULL;NULL;0.001;0
EE;Dolomite;0;NULL;NULL;0.001;0
EE;"Igneous rock (basalt, basaltic lava, diabase, granite, porphyry, etc.)";0;NULL;NULL;0.001;0
EE;Limestone;0.00122;1;NULL;0.00122;0
EE;Sandstone;0;NULL;NULL;0.001;0
EE;"Slate including fill (incl. roof slate)";0;NULL;NULL;0.001;0
EE;"Crushed stone";0.001;NULL;NULL;0.001;0
EE;"Peat for agricultural use";0.001;1;NULL;0.001;0
EE;"Abrasives, natural (puzzolan, pumice, volcanic cinder etc.)";0;NULL;NULL;0.001;0
EE;Amber;0;NULL;NULL;0.001;0
EE;Barite;0;NULL;NULL;0.001;0
EE;"Borate minerals";0;NULL;NULL;0.001;0
EE;Fluorspar;0;NULL;NULL;0.001;0
EE;"Graphite, natural";0;NULL;NULL;0.001;0
EE;"Iron ore for pigments";0;NULL;NULL;0.001;0
EE;Magnesite;0;NULL;NULL;0.001;0
EE;Mica;0;NULL;NULL;0.001;0
EE;"Ochre and pigment earths";0;NULL;NULL;0.001;0
EE;"Pegmatite sand";0;NULL;NULL;0.001;0
EE;"Phosphate rock (natural phosphates)";0;NULL;NULL;0.001;0
EE;Potash;0;NULL;NULL;0.001;0
EE;"Qartz and quartzite";0;NULL;NULL;0.001;0
EE;"Strontium minerals";0;NULL;NULL;0.001;0
EE;Sulphur;0;NULL;NULL;0.001;0
EE;"Sulphur from pyrites";0;NULL;NULL;0.001;0
EE;"Sulphur as a by-product of natural gas etc.";0;NULL;NULL;0.001;0
EE;"Talc (steatite, soapstone, pyrophyllite)";0;NULL;NULL;0.001;0
EE;"Talcous slate";0;NULL;NULL;0.001;0
EE;Asbestos;0;NULL;NULL;0.001;fibre
EE;Gluesand;0;NULL;NULL;0.001;0
EE;"Gypsum and anhydrite";0;NULL;NULL;0.001;0
EE;Perlite;0;NULL;NULL;0.001;0
EE;"Marble, travertines etc.";0;NULL;NULL;0.001;0
EE;"Turfaceous rock";0;NULL;NULL;0.001;0
EE;Asphalt;0;NULL;NULL;0.001;0
EE;"Common clay, clay for bricks etc.";0;NULL;NULL;0.001;0
EE;Loam;0;NULL;NULL;0.001;0
EE;Lavasand;0;NULL;NULL;0.001;0
EE;"Sand and gravel";0.001;1;NULL;0.001;0
PR;"Construction Minerals nec";0.001;1;NULL;0.001;0
EG;"Iron ores";0.001;0.5;NULL;0.001;"National metal contents"
EG;Feldspar;0.001;1;NULL;0.001;0
EG;Cadmium;0;NULL;NULL;0.001;0
EG;Chromium;0;NULL;NULL;0.001;0
EG;Cobalt;0;NULL;NULL;0.001;0
EG;Germanium;0;NULL;NULL;0.001;0
EG;Gold;1e-06;4e-06;NULL;0.25;"""Global average"""
EG;Manganeese;0.001;0.297;NULL;0.001;"National metal contents "
EG;Strontium;0;NULL;NULL;0.001;0
EG;"Titanium (incl/ Ilmenite and Rutile)";0.001;1;NULL;0.001;"By-product of other ores"
EG;"Bentonite, sepiolite and attapulgite";0.001;1;NULL;0.001;0
EG;Kaolin;0.001;1;NULL;0.001;0
EG;"Sillica sand (quartzsand)";1;1;NULL;1;0
EG;Dolomite;1;1;NULL;1;0
EG;Limestone;1.22;1;NULL;1.22;0
EG;"Slate including fill (incl. roof slate)";0.00122;1;NULL;0.00275;0
EG;"Crushed stone";1.22;1;NULL;1;0
EG;"Abrasives, natural (puzzolan, pumice, volcanic cinder etc.)";0;NULL;NULL;1;0
EG;Barite;0.001;1;NULL;0.001;0
EG;Fluorspar;0.001;1;NULL;0.001;"intead of forming sand"
EG;Magnesite;0.001;1;NULL;0.001;0
EG;Mica;0.001;1;NULL;0.001;0
EG;"Phosphate rock (natural phosphates)";0.001;1;NULL;0.001;P2O5
EG;"Qartz and quartzite";1;1;NULL;1;0
EG;"Strontium minerals";0;NULL;NULL;0.001;0
EG;Sulphur;0;NULL;NULL;0.001;"elem. And ind. Sulfur"
EG;"Sulphur from pyrites";0;NULL;NULL;0.001;0
EG;"Sulphur as a by-product of natural gas etc.";0.001;1;NULL;0.001;0
EG;"Talc (steatite, soapstone, pyrophyllite)";0.001;1;NULL;0.001;0
EG;Asbestos;0.001;1;NULL;0.001;0
EG;"Gypsum and anhydrite";0.001;1;NULL;0.001;"Gypsum, crude"
EG;"Marble, travertines etc.";0;NULL;NULL;2.55;"The factor refers to the marble density"
EG;Asphalt;0.001;1;NULL;0.001;0
EG;"Sand and gravel";1;1;NULL;1;0
PM;"Construction Minerals nec";0.001;1;NULL;0.001;0
ER;Cadmium;0;NULL;NULL;0.001;0
ER;Cobalt;0;NULL;NULL;0.001;0
ER;Copper;0.001;0.0099;NULL;0.101010101010101;"Global average"
ER;Germanium;0;NULL;NULL;0.001;0
ER;Gold;1e-06;4e-06;NULL;0.25;"Global average"
ER;Silver;1e-06;0.0003;NULL;0.00333333333333333;"Global average"
ER;Strontium;0;NULL;NULL;0.001;0
ER;Kaolin;0.001;1;NULL;0.001;0
ER;"Abrasives, natural (puzzolan, pumice, volcanic cinder etc.)";0.001;NULL;NULL;0.001;0
ER;"Strontium minerals";0;NULL;NULL;0.001;0
ER;"Gypsum and anhydrite";0.001;1;NULL;0.001;0
PL;"Construction Minerals nec";0.001;1;NULL;0.001;0
ES;"Iron ores";0.001;0.3848;NULL;0.001;"Regional average "
ES;Antimony;0.001;1;NULL;0.001;"By-product of lead ores "
ES;"Bauxite (Aluminium)";0.001;NULL;NULL;0.001;"average global metal content in bauxite ores (44,6%)"
ES;Diatomite;0.001;1;NULL;0.001;0
ES;Feldspar;0.001;1;NULL;0.001;0
ES;Cadmium;0.001;NULL;NULL;0.001;"By-product of other ores"
ES;Chromium;0;NULL;NULL;0.001;0
ES;Cobalt;0;NULL;NULL;0.001;"By-product of other ores"
ES;Copper;0.001;0.0099;NULL;0.101010101010101;"Global average "
ES;Germanium;0.001;NULL;NULL;0.001;"By-product of other ores"
ES;Gold;1e-06;2.86e-06;NULL;0.34965034965035;"Regional average"
ES;Lead;0.001;0.05325;"average global metal contents in lead ores (5,325%)";0.020149;"based on assumptions of lead/zinc coupled production"
ES;Lithium;0.001;0.02;NULL;0.001;"Global average"
ES;Magnesium;0;NULL;NULL;0.001;0
ES;Manganeese;0;NULL;NULL;0.001;0
ES;Mercury;1e-06;0.0105;NULL;9.52380952380952e-05;"Global average"
ES;Nickel;0.001;1;NULL;0.001;"By-product of other ores"
ES;"Niobium + Tantalum";0.001;NULL;NULL;0.001;"By-product of feldspar extraction"
ES;Silver;1e-06;0.00013;NULL;0.00769230769230769;"Regional average"
ES;Strontium;0;NULL;NULL;0.001;0
ES;Tin;0.001;0.015;NULL;0.0666666666666667;"Global average"
ES;"Titanium (incl/ Ilmenite and Rutile)";0;NULL;NULL;1;"By-product of other ores"
ES;Tungsten;0.001;0.00515;NULL;0.194174757281553;"Global average"
ES;Uranium;0.001;0.00012;NULL;8.33333333333333;"Regional average"
ES;Vanadium;0;NULL;NULL;0.001;"By-product of other ores"
ES;Zinc;0.001;0.0345;NULL;0.023828;"based on assumptions of lead/zinc coupled production"
ES;"Ball clay";0;NULL;NULL;0.001;0
ES;"Bentonite, sepiolite and attapulgite";0.001;1;NULL;0.001;0
ES;"Fire, refactory and flint clay, Andalusite, kyanite and sillimanite (all Al-containing)";0.001;1;NULL;0.001;0
ES;"Fuller's earth";1;1;NULL;1;0
ES;Kaolin;0.001;1;NULL;0.001;0
ES;"Sillica sand (quartzsand)";1;NULL;NULL;1;0
ES;Chalk;1;1;NULL;1;0
ES;Dolomite;1;1;NULL;1;0
ES;Limestone;0.001;1;NULL;0.001;0
ES;Sandstone;1;1;NULL;1;0
ES;"Slate including fill (incl. roof slate)";1;1;NULL;0.001;0
ES;"Crushed stone";0.001;1;NULL;0.001;0
ES;"Abrasives, natural (puzzolan, pumice, volcanic cinder etc.)";0.001;1;NULL;0.001;0
ES;Barite;0.001;1;NULL;0.001;0
ES;"Borate minerals";0;NULL;NULL;0.001;0
ES;Fluorspar;0.001;1;NULL;0.001;"intead of forming sand"
ES;"Iron ore for pigments";0.001;1;NULL;0.001;0
ES;Magnesite;0.001;1;NULL;0.001;0
ES;Mica;0.001;1;NULL;0.001;0
ES;"Ochre and pigment earths";0;NULL;NULL;0.001;0
ES;"Pegmatite sand";0;NULL;NULL;0.001;0
ES;"Phosphate rock (natural phosphates)";0;NULL;NULL;0.001;P2O5
ES;Potash;0.001;0.45;NULL;0.00222222222222222;"Average K2O content in potash ores (45 %)"
ES;"Qartz and quartzite";1;1;NULL;1;0
ES;"Strontium minerals";0.001;1;NULL;0.001;0
ES;Sulphur;0;NULL;NULL;0.001;"elem. And ind. Sulfur"
ES;"Sulphur from pyrites";0;NULL;NULL;0.001;0
ES;"Sulphur as a by-product of natural gas etc.";0.001;1;NULL;0.001;0
ES;"Talc (steatite, soapstone, pyrophyllite)";0.001;1;NULL;0.001;0
ES;"Talcous slate";0;NULL;NULL;0.001;0
ES;"Gypsum and anhydrite";0.001;1;NULL;0.001;0
ES;"Marble, travertines etc.";0;NULL;NULL;1;0
ES;Asphalt;0;NULL;NULL;1;0
ES;"Common clay, clay for bricks etc.";0;NULL;NULL;1;"Previously converted"
ES;"Sand and gravel";0.001;1;NULL;0.001;0
PK;"Construction Minerals nec";0.001;1;NULL;0.001;0
ET;"Iron ores";0;NULL;NULL;0.001;0
ET;Antimony;0;NULL;NULL;0.02;"World average content"
ET;"Bauxite (Aluminium)";0;NULL;NULL;0.001;0
ET;Diatomite;0.001;1;NULL;0.001;0
ET;Feldspar;0.001;1;NULL;0.001;0
ET;Arsenic;0;NULL;NULL;0.001;0
ET;Beryllium;0;NULL;NULL;0.001;"By-product of other ores"
ET;Bismuth;0;NULL;NULL;0.001;"By-product of other ores"
ET;Cadmium;0;NULL;NULL;0.001;"By-product of other ores"
ET;Chromium;0;NULL;NULL;0.001;0
ET;Cobalt;0;NULL;NULL;0.001;"By-product of other ores"
ET;Copper;0;NULL;NULL;0.001;"By-product of other ores"
ET;Germanium;0;NULL;NULL;0.001;"By-product of other ores"
ET;Gold;1e-06;4e-06;NULL;0.25;"Global average"
ET;Lead;0;NULL;NULL;0.001;"By-product of zinc extraction"
ET;Lithium;0;NULL;NULL;0.001;"BGS reports lithium minerals as amblygonite, lepidolite, petalite, and spodumene"
ET;Magnesium;0;NULL;NULL;0.001;0
ET;Manganeese;0;NULL;NULL;0.001;0
ET;Mercury;0;NULL;NULL;1e-06;"By-product of other ores"
ET;Molybdenum;0;NULL;NULL;0.001;"By-product of other ores"
ET;Nickel;0;NULL;NULL;0.001;"By-product of other ores"
ET;"Niobium + Tantalum";0.001;1;NULL;0.001;"By-product of other ores"
ET;"Platinum-group (PGM)";1e-06;1;NULL;1e-06;"By-products of other ores (Copper and Nickel)"
ET;"Rare Earths Metals";0;NULL;NULL;0.001;"contained in monazite, bastnaesite, xenotime, etc"
ET;Selenium;0;NULL;NULL;0.001;"By-product of other ores"
ET;Silver;1e-06;1;NULL;1e-06;"By-products of other ores"
ET;Strontium;0;NULL;NULL;0.001;0
ET;Tellurium;0;NULL;NULL;0.001;0
ET;Tin;0;NULL;NULL;0.001;0
ET;"Titanium (incl/ Ilmenite and Rutile)";0;NULL;NULL;0.001;"By-product of other ores"
ET;Tungsten;0;NULL;NULL;0.227272727272727;0
ET;Uranium;0;NULL;NULL;0.001;0
ET;Vanadium;0;NULL;NULL;0.001;"By-product of other ores"
ET;Zinc;0;NULL;NULL;0.0065;"World average grade"
ET;"Zirconium and Hafnium";0;NULL;NULL;0.001;"By-product of other ores"
ET;"Ball clay";0;NULL;NULL;0.001;0
ET;"Bentonite, sepiolite and attapulgite";0;NULL;NULL;0.001;0
ET;"Fire, refactory and flint clay, Andalusite, kyanite and sillimanite (all Al-containing)";0;NULL;NULL;0.001;0
ET;"Fuller's earth";0;NULL;NULL;0.001;0
ET;Kaolin;0.001;1;NULL;0.001;0
ET;"Potter clay";0;NULL;NULL;0.001;0
ET;"Special clay";0;NULL;NULL;0.001;0
ET;"Slate clay";0;NULL;NULL;0.001;0
ET;"Industrial sand";0;NULL;NULL;0.001;0
ET;"Sillica sand (quartzsand)";1;NULL;NULL;1;0
ET;"Siliceous earth";0;NULL;NULL;0.001;0
ET;Calcite;0;NULL;NULL;0.001;0
ET;Chalk;0;NULL;NULL;0.001;0
ET;"Chert and flint";0;NULL;NULL;0.001;0
ET;Dolomite;0;NULL;NULL;0.001;0
ET;"Igneous rock (basalt, basaltic lava, diabase, granite, porphyry, etc.)";0;NULL;NULL;0.001;0
ET;Limestone;0;NULL;NULL;0.001;0
ET;Sandstone;0;NULL;NULL;0.001;0
ET;"Slate including fill (incl. roof slate)";0;NULL;NULL;0.001;0
ET;"Crushed stone";0;NULL;NULL;0.001;0
ET;"Peat for agricultural use";0;NULL;NULL;0.001;0
ET;"Abrasives, natural (puzzolan, pumice, volcanic cinder etc.)";0.001;NULL;NULL;0.001;0
ET;Amber;0;NULL;NULL;0.001;0
ET;Barite;0;NULL;NULL;0.001;0
ET;"Borate minerals";0;NULL;NULL;0.001;0
ET;Fluorspar;0;NULL;NULL;0.001;"intead of forming sand"
ET;"Graphite, natural";0;NULL;NULL;0.001;0
ET;"Iron ore for pigments";0;NULL;NULL;0.001;0
ET;Magnesite;0;NULL;NULL;0.001;0
ET;Mica;0;NULL;NULL;0.001;0
ET;"Ochre and pigment earths";0;NULL;NULL;0.001;0
ET;"Pegmatite sand";0;NULL;NULL;0.001;0
ET;"Phosphate rock (natural phosphates)";0;NULL;NULL;0.001;P2O5
ET;Potash;0;NULL;NULL;0.001;"K2O; BGS reports for some countries K2O content in 'potassic salts', 'nitrate', or 'chloride'"
ET;"Qartz and quartzite";0;NULL;NULL;0.001;0
ET;"Strontium minerals";0;NULL;NULL;0.001;0
ET;Sulphur;0;NULL;NULL;0.001;"elem. And ind. Sulfur"
ET;"Sulphur from pyrites";0;NULL;NULL;0.001;0
ET;"Sulphur as a by-product of natural gas etc.";0;NULL;NULL;0.001;0
ET;"Talc (steatite, soapstone, pyrophyllite)";0;NULL;NULL;0.001;0
ET;"Talcous slate";0;NULL;NULL;0.001;0
ET;Asbestos;0;NULL;NULL;0.001;"fibre; BGS reports sometimes chrysotile and Amphibole"
ET;Gluesand;0;NULL;NULL;0.001;0
ET;"Gypsum and anhydrite";0.001;1;NULL;0.001;0
ET;Perlite;0;NULL;NULL;0.001;0
ET;Loam;0;NULL;NULL;0.001;0
ET;Lavasand;0;NULL;NULL;0.001;0
ET;"Sand and gravel";0;NULL;NULL;0.001;0
PH;"Construction Minerals nec";0.001;1;NULL;0.001;0
FI;"Iron ores";0.001;NULL;NULL;0.001;0
FI;Diatomite;0;NULL;NULL;0.001;0
FI;Feldspar;0.001;1;NULL;0.001;0
FI;Cadmium;0.001;1;NULL;0.001;"By-product of other ores"
FI;Chromium;0.001;0.41;NULL;0.001;"National metal contents"
FI;Cobalt;0.001;1;NULL;0.001;"By-product of other ores"
FI;Copper;0.001;1;NULL;0.001;"By-product of other ores"
FI;Germanium;0.001;NULL;NULL;0.001;0
FI;Gold;1e-06;2.86e-06;NULL;0.34965034965035;"Regional average"
FI;Lead;0.001;0.0092;NULL;0.030706;"based on assumptions of lead/zinc coupled production"
FI;Mercury;1e-06;0.0105;NULL;9.52380952380952e-05;"Global average"
FI;Molybdenum;0;NULL;NULL;0.001;"By-product of copper extraction"
FI;Nickel;0.001;0.0155;NULL;0.0645161290322581;"0"
FI;"Platinum-group (PGM)";1e-06;1;NULL;1e-06;"Assumption: same concentration as in Russian Federation"
FI;Selenium;0.001;1;NULL;0.001;"By-product of other ores"
FI;Silver;1e-06;1;NULL;1e-06;"By-products of other ores"
FI;Strontium;0;NULL;NULL;0.001;0
FI;"Titanium (incl/ Ilmenite and Rutile)";0.001;NULL;NULL;0.001;"By-product of other ores"
FI;Vanadium;0.001;1;NULL;0.001;"By-product of other ores"
FI;Zinc;0.001;0.027;NULL;0.036312;"based on assumptions of lead/zinc coupled production"
FI;"Ball clay";0;NULL;NULL;0.001;0
FI;"Bentonite, sepiolite and attapulgite";1;1;NULL;1;0
FI;"Fire, refactory and flint clay, Andalusite, kyanite and sillimanite (all Al-containing)";0;NULL;NULL;0.001;0
FI;"Fuller's earth";0;NULL;NULL;0.001;0
FI;Kaolin;0.001;NULL;NULL;0.001;0
FI;"Potter clay";0;NULL;NULL;0.001;0
FI;"Special clay";0;NULL;NULL;0.001;0
FI;"Slate clay";0;NULL;NULL;0.001;0
FI;"Industrial sand";0;NULL;NULL;0.001;0
FI;"Sillica sand (quartzsand)";1;1;NULL;1;0
FI;"Siliceous earth";0;NULL;NULL;0.001;0
FI;Calcite;0;NULL;NULL;0.001;0
FI;Chalk;0;NULL;NULL;0.001;0
FI;"Chert and flint";0;NULL;NULL;0.001;0
FI;Dolomite;0;NULL;NULL;0.001;0
FI;"Igneous rock (basalt, basaltic lava, diabase, granite, porphyry, etc.)";0.001;1;NULL;0.001;0
FI;Limestone;1;1;NULL;1;0
FI;Sandstone;0;NULL;NULL;0.001;0
FI;"Slate including fill (incl. roof slate)";0;NULL;NULL;0.001;0
FI;"Crushed stone";0.001;NULL;NULL;0.001;0
FI;"Peat for agricultural use";1;1;NULL;1;0
FI;"Abrasives, natural (puzzolan, pumice, volcanic cinder etc.)";0;NULL;NULL;0.001;0
FI;Amber;0;NULL;NULL;0.001;0
FI;Barite;0.001;NULL;NULL;0.001;0
FI;"Borate minerals";0.001;1;NULL;0.001;0
FI;Fluorspar;0;NULL;NULL;0.001;"intead of forming sand"
FI;"Graphite, natural";0;NULL;NULL;0.001;0
FI;"Iron ore for pigments";0;NULL;NULL;0.001;0
FI;Magnesite;0;NULL;NULL;0.001;0
FI;Mica;0.001;1;NULL;0.001;0
FI;"Ochre and pigment earths";0;NULL;NULL;0.001;0
FI;"Pegmatite sand";0;NULL;NULL;0.001;0
FI;"Phosphate rock (natural phosphates)";0.001;1;NULL;0.001;P2O5
FI;Potash;0;NULL;NULL;0.001;K2O
FI;"Qartz and quartzite";0;NULL;NULL;0.001;0
FI;"Strontium minerals";0;NULL;NULL;0.001;0
FI;Sulphur;0.001;1;NULL;0.001;"elem. And ind. Sulfur"
FI;"Sulphur from pyrites";0.001;1;NULL;0.001;0
FI;"Sulphur as a by-product of natural gas etc.";0.001;1;NULL;0.001;0
FI;"Talc (steatite, soapstone, pyrophyllite)";0.001;1;NULL;0.001;0
FI;"Talcous slate";0;NULL;NULL;0.001;0
FI;Asbestos;0;NULL;NULL;0.001;fibre
FI;Gluesand;0;NULL;NULL;0.001;0
